Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Bermuda,BMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27838.3930375774,28436.716583056,29006.5798401619,28640.8780165917,31041.9500043757,31740.6355233978,35659.1612543762,39616.1419860849,39686.9553481262,40290.5688347111,42055.0304719923,43819.358387283,44942.9191535041,45948.8338277272,46699.0989703916,48824.501768485,52988.7455136405,55903.5590573088,56504.0914894508,57503.2189423032,61083.4509496361,62106.1317965972,58400.2839788516,59061.1697050723,58826.9549652087,57167.1018852694,60463.9087856699,62224.8917779393,64196.2324263801,63939.8115704253,63429.2767665396,61503.6383589572,61913.7772348381,63435.4731513697,63374.766845423,65690.9641699689,66969.933143424,69624.4363363497,71810.384072276,73825.1848453623,79988.3500115683,84844.7383808264,83048.803111906,85321.2432651983,86733.3700723903,87616.3859691804,91944.8738136662,94029.6080297516,94903.19153445,89391.2111759902,88207.3275597322,86001.1711723395,81547.8552352009,79251.7816637313,..,..,..,..
Bermuda,BMU,"Population, total",SP.POP.TOTL,44400,45500,46600,47700,48900,50100,51000,52000,53000,54000,55000,54600,54200,53800,53400,53000,53200,53400,53600,53800,54670,55050,55449,55930,56423,56898,57382,57849,58347,58841,59326,59021,58595,58910,59320,59746,60129,60497,60943,61285,61833,62504,62912,63325,63740,64154,64523,64888,65273,65636,65124,64564,64798,65001,65139,65239,65341,65441
Bhutan,BTN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,403.657726205265,447.538419724845,451.360771779425,490.135904164346,498.703502941078,504.73654704734,545.525689227544,677.54119836928,688.179979479704,721.226419286504,789.217334156516,785.992453720061,831.063050334133,861.193921466685,915.409903076161,983.262475903491,1029.17766319167,1065.05676572225,1100.1615195901,1155.20975777048,1201.10578545411,1263.96776707338,1360.79225208936,1425.05517363399,1469.37315038902,1534.82074531128,1601.91580165284,1848.56625507606,1898.05279389076,1986.13561776648,2178.92138307967,2310.00365501278,2387.00567386534,2399.91891590403,2500.26014526865,2628.18961406612,2801.27524003561,2955.81111383128
Bhutan,BTN,"Population, total",SP.POP.TOTL,223288,228918,234706,240778,247325,254464,262244,270622,279515,288774,298301,308053,318045,328312,338943,349982,361455,373324,385384,397390,409172,420380,431050,441847,453720,467178,482952,500437,517273,530257,537280,537284,531525,523117,516503,514877,519282,528754,542155,557543,573416,589600,606399,623434,640282,656639,672228,686958,700950,714458,727641,740510,752967,764961,776448,787386,797765,807610
Bolivia,BOL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1304.69876203001,1306.59062917973,1353.03319227365,1412.20202228543,1451.18601734897,1502.79134508916,1568.79940247413,1643.75497750463,1414.69863105783,1428.91347768619,1392.75207133517,1433.115408805,1515.18999129163,1568.61847521433,1580.58476207579,1659.88110423865,1698.97372607902,1744.63977787242,1741.63539449785,1706.0752845574,1646.41122762662,1615.67773350912,1519.16984469315,1427.24335223749,1394.99615517799,1343.7758593911,1283.0906378895,1288.90471574904,1300.64199475121,1323.78297196922,1358.24104038253,1401.90837788277,1397.1799161679,1428.36569093385,1465.80406769253,1504.39674401173,1539.34488523904,1584.11720415994,1631.5748806278,1607.21011034821,1616.53915607643,1613.41082308324,1623.51878667362,1637.80851046662,1676.22794652371,1720.09903188343,1771.94689673878,1821.797219897,1901.89980193506,1933.74010151189,1981.16070450437,2051.152291621,2122.38456393316,2231.47724076427,2317.25718610303,2392.98397316016,2457.62596155017,2522.79392024905
Bolivia,BOL,"Population, total",SP.POP.TOTL,3693449,3764813,3838097,3913395,3990857,4070590,4152668,4237125,4324064,4413590,4505778,4600591,4698083,4798509,4902168,5009257,5119833,5233677,5350322,5469123,5589575,5711599,5835182,5959960,6085496,6211550,6337893,6464732,6592787,6723046,6856244,6992521,7131707,7273825,7418861,7566714,7717443,7870855,8026254,8182712,8339512,8496375,8653345,8810420,8967741,9125409,9283334,9441444,9599855,9758748,9918242,10078343,10239004,10400264,10562159,10724705,10887882,11051600
Bosnia and Herzegovina,BIH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,698.56429427465,866.940672136616,1665.5953656484,2255.05736934854,2608.19884143362,2852.02104121862,3002.82084105655,3131.1394017013,3293.14024872433,3421.74843067042,3628.51643997036,3946.05667880525,4160.56310253483,4405.28505871939,4664.09180327094,4545.22766596344,4614.8290411405,4700.88783699632,4714.22720574968,4882.80366687768,4992.94886721142,5190.29377671129,5382.62414642085,5561.28795142805
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3225668,3288602,3353226,3417574,3478995,3535640,3586634,3632669,3675452,3717466,3760527,3805285,3851151,3897255,3942223,3985103,4025265,4063191,4100350,4138819,4179855,4222511,4265310,4308106,4350746,4392130,4435504,4478519,4508056,4506653,4463422,4371603,4239154,4087999,3948816,3843712,3780378,3752431,3750485,3759118,3766706,3771284,3775807,3779247,3781287,3781530,3779468,3774000,3763599,3746561,3722084,3688865,3648200,3604999,3566002,3535961,3516816,3507017
Botswana,BWA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,390.82972526459,405.798638259068,422.172032920713,435.689893112087,453.07897451961,466.262179632089,481.7858537723,495.385282148381,531.21392475061,592.671386451289,672.227358643757,818.684568157267,1000.80926360711,1173.45171036492,1232.45500760018,1288.4115107624,1372.39063400996,1478.5210621541,1625.44945057058,1753.75606526737,1891.40966836359,1988.88484321014,2153.10403875518,2353.79726675296,2471.15710862777,2563.03352373013,2687.31788262701,2917.43604748571,3384.48086309854,3718.48568906633,3860.0086032244,4034.26086362632,4040.42667322748,4010.78715180401,4053.43604219397,4237.56729946312,4386.85153681613,4641.80547984061,4585.73992768728,4939.59805552704,4954.77428993194,4891.91484358507,5115.8998863534,5280.21517473814,5349.00202419483,5512.81122938706,5883.89905903792,6270.47408175605,6552.77664070476,5948.85324807045,6346.15620387349,6610.33192206911,6779.39389716646,7409.42115519618,7574.28209730669,7308.76062059972,7485.04391177323,7523.21631997899
Botswana,BWA,"Population, total",SP.POP.TOTL,524552,537249,550840,565353,580799,597190,614613,633154,652843,673640,695597,718639,742835,768512,796095,825840,857855,891926,927585,964166,1001158,1038397,1075889,1113539,1151292,1189114,1226810,1264314,1301818,1339624,1377912,1416731,1455833,1494693,1532622,1569094,1604060,1637635,1669625,1699862,1728340,1754935,1779953,1804339,1829330,1855852,1884238,1914414,1946351,1979882,2014866,2051339,2089315,2128507,2168573,2209197,2250260,2291661
Brazil,BRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3425.42996904686,3668.48808069171,3747.85988856624,3671.29024703729,3690.91511514531,3697.50627440951,3745.99591967127,3825.23771748593,4151.0098401837,4438.58863955643,4706.72119192878,5109.59133742244,5587.38991532167,6216.91646225988,6618.72001271716,6798.9559138352,7288.44015242324,7444.83946688072,7505.24447527346,7825.8533276008,8340.32310474498,7789.31790061707,7654.52688239999,7226.45158218623,7440.05102728144,7861.00899228378,8315.92982433099,8446.10434867019,8277.5885800419,8392.25284083344,7987.05521589933,7967.80337761804,7797.82726064772,8028.20392729677,8320.26047469076,8549.02151963916,8599.1016474738,8751.37999012429,8645.51339686202,8555.91567025827,8779.29079876563,8777.35713423328,8924.89696137144,8911.31951197479,9309.89205589421,9495.48465039729,9761.83428310216,10244.2671527554,10656.869465705,10538.7782816712,11224.1540829355,11560.4187506263,11673.7705356921,11915.4170541095,11870.1484076345,11351.5657481703,10868.6534435352,10888.9823851831
Brazil,BRA,"Population, total",SP.POP.TOTL,72207554,74351763,76573248,78854019,81168654,83498020,85837799,88191378,90557064,92935072,95326793,97728961,100143598,102584278,105069367,107612100,110213082,112867867,115577669,118342626,121159761,124030908,126947365,129882321,132800684,135676281,138499464,141273488,144001542,146691981,149352145,151976577,154564278,157132682,159705123,162296612,164913306,167545164,170170640,172759243,175287587,177750670,180151021,182482149,184738458,186917361,189012412,191026637,192979029,194895996,196796269,198686688,200560983,202408632,204213133,205962108,207652865,209288278
British Virgin Islands,VGB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,8033,8155,8298,8452,8627,8814,9007,9218,9424,9621,9803,9970,10125,10264,10379,10476,10543,10591,10662,10792,11002,11315,11712,12188,12731,13304,13938,14589,15266,15900,16461,16934,17344,17703,18052,18427,18833,19270,19722,20188,20645,21085,21529,22000,22541,23168,23905,24731,25604,26447,27224,27901,28509,29056,29588,30113,30661,31196
Brunei Darussalam,BRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45621.3614622116,43925.2390991564,50722.6081256912,54151.703021782,55752.538552744,66001.5809029995,59391.9511535856,46156.2248219058,46575.7780789852,45483.6311842018,44479.3539125007,42589.6832960567,40274.3388424821,39933.7551259678,39243.0170156511,37732.3751708754,37071.735304991,37162.5405979061,37838.3205639022,36904.4750646566,37043.1816690002,37703.791734616,37833.3647703949,36400.0373869634,35382.1426546445,35672.339906887,35923.4018274107,36162.9779292315,36832.2662281767,37202.3579409858,36752.047316298,36325.1207263069,37401.0531640605,36997.8072614836,35860.3887804149,34812.7146878375,35268.1011703581,36092.0969837904,35899.0373689733,34618.9729115639,33313.8327791027,32661.8570180811,31430.9626624001,31439.923720596
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,81745,85596,89516,93576,97848,102425,107316,112494,117950,123653,129583,135726,142073,148560,155109,161671,168224,174773,181257,187656,193949,200085,206128,212136,218227,224512,230972,237622,244458,251514,258785,266274,273963,281751,289525,297192,304699,312038,319222,326289,333241,340117,346867,353389,359523,365158,370250,374864,379252,383772,388662,394013,399748,405716,411704,417542,423196,428697
Bulgaria,BGR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3223.80899433698,3370.52919134631,3439.02825941883,3548.13214904218,3660.06888345894,3758.34002719537,3917.51479507007,4148.59381224382,4597.47543157644,4498.551980057,4162.81570433754,3849.1863013536,3607.79367407921,3582.85611598934,3660.40197671228,3781.90349197296,3828.24642187336,3809.68651346488,3967.99605484799,3750.49383333629,3955.27580157865,4186.92041902769,4532.8538693831,4804.48436237995,5152.41400784508,5561.16384273605,5988.77095056511,6476.05420316886,6914.39843478088,6709.52731467062,6843.26694975885,7019.17404574254,7062.13497737665,7162.99779252759,7299.54877087093,7612.02236422436,7967.70816911052,8311.93089892045
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7867374,7943118,8012946,8078145,8144340,8204168,8258057,8310226,8369603,8434172,8489574,8536395,8576200,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075991
Burkina Faso,BFA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,238.854562360996,245.198582661663,256.777174402718,250.117852037582,252.261831813637,257.91507753529,255.28153124882,273.300218245601,276.974204233536,277.774091102005,273.331515512249,272.410460368818,273.83695464318,270.182895737443,287.264561673976,290.373108648389,309.153850689155,304.242226817525,311.834178785847,316.437746591525,311.891569083801,317.607545255431,339.56329188478,332.260179910774,318.102431922458,336.411586413563,353.888019006108,343.970454997046,354.488976474489,352.677859553805,341.352617189917,362.478919951271,353.668786014067,356.128863354102,351.104458678869,361.121421967347,389.965445880456,403.216943616745,420.723454429533,439.299726397477,434.763330444212,450.452280722016,456.73413491079,478.304352301957,485.307404342803,511.967590461138,527.962349488741,541.268695046728,563.447065061273,562.841935400742,575.446452687734,595.393248086405,615.097084338391,631.612184358054,639.709550663991,645.369860580495,663.961762877322,688.533891370075
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,4829288,4894580,4960326,5027821,5098890,5174870,5256363,5343019,5434041,5528174,5624600,5723381,5825173,5930483,6040041,6154545,6274037,6398935,6530819,6671656,6822843,6985160,7158255,7340905,7531242,7727907,7930694,8140073,8356305,8579823,8811034,9050084,9297113,9552476,9816588,10089878,10372745,10665546,10968724,11282701,11607942,11944587,12293100,12654621,13030569,13421930,13829177,14252021,14689726,15141099,15605217,16081904,16571216,17072723,17585977,18110624,18646433,19193382
Burundi,BDI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,214.136954470044,181.217677492176,193.953239849349,198.122221553641,206.289435971814,209.803506248281,214.271136487222,237.75560255054,231.170921449921,222.724813129144,265.229179977529,268.644207587246,248.697790543501,263.272084401766,258.462588473879,256.515815155787,271.842957220528,296.556107016593,286.818182523121,284.361189879462,279.958965460882,306.101523535186,295.174780278171,298.204169945346,290.660218774574,315.872850697748,316.742305242519,324.379639217989,330.866922120253,326.182283933915,329.157780967159,337.708351238027,333.94321893393,307.123481022235,290.319817820472,263.270850380452,239.039632650715,232.506872313885,240.62759815185,234.684850023308,228.247568715153,227.428111030652,230.996154204304,221.22748245559,224.515553169343,219.186550201302,223.40359025878,226.304441502933,229.834701437855,230.053170925045,231.194325649216,233.518126039129,235.705287861241,239.331065435125,243.101911790451,226.528058204677,218.28352838019,212.547422124026
Burundi,BDI,"Population, total",SP.POP.TOTL,2786106,2839666,2893669,2949926,3010859,3077876,3152723,3234023,3316233,3391753,3455606,3505391,3544047,3578490,3618585,3671494,3739659,3821194,3913768,4013310,4116817,4223195,4333386,4448728,4571292,4702066,4841565,4987736,5135956,5280024,5415415,5542048,5661139,5771398,5871607,5962058,6041112,6112097,6186352,6278940,6400706,6555829,6741569,6953113,7182451,7423289,7675338,7939573,8212264,8489031,8766930,9043508,9319710,9600186,9891790,10199270,10524117,10864245
Cabo Verde,CPV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,673.822640144275,718.37873014116,724.552421204853,777.623628822385,791.316956183901,844.226526103733,854.596841062616,878.498947532846,917.68542405026,954.020839404247,941.801424719416,933.053236662558,1008.71436357064,1067.06634482609,1237.7397557779,1377.41960845303,1496.60967389523,1624.70296620307,1787.99912072727,1946.85139734536,2179.98480656933,2185.25382237384,2257.31667202373,2310.49441972563,2505.17250509891,2639.38263767138,2813.18540374689,3202.37926345834,3378.64619666373,3300.55098620992,3312.82598480901,3405.78186030337,3403.03108039916,3389.94000496082,3369.64270883354,3362.20996800003,3447.56007669879,3536.95687140388
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,202310,205956,210867,216908,223846,231428,239770,248747,257509,264909,270198,272992,273651,273005,272292,272423,273652,275767,278739,282415,286657,291602,297285,303368,309397,315069,320183,324893,329671,335184,341883,349934,359090,369014,379156,389127,398773,408175,417323,426285,435079,443716,452106,460147,467664,474567,480795,486438,491723,496963,502384,508067,513979,520106,526437,532913,539560,546388
Cambodia,KHM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,510.113209311846,321.35981362798,341.974210370225,351.366718387171,355.234124161399,362.186202770884,398.382767625645,431.30465849268,454.076447853592,475.053727303848,506.702794628115,550.099939729713,613.279009897521,669.036330899425,726.460579564039,763.691392323119,752.977918475029,785.692884137826,827.978408117913,874.161488657185,923.113822059978,972.979244799072,1024.87234257436,1079.1135407797,1135.15190231609
